drug	gene	risk_association	paired_tstat	p
I-BET	GSTM1	Low_risk	-1.628965816	0.333333333
I-BET	HAAO	Low_risk	1.506926411	0.666666667
I-BET	HABP2	Low_risk	-3.813795978	0.333333333
I-BET	HMGCL	Low_risk	0.727304309	1
I-BET	HMGCR	Low_risk	-5.424329484	0.333333333
I-BET	HRASLS3	Low_risk	0.678481803	0.666666667
I-BET	HSPE1	Low_risk	-0.894655941	0.333333333
I-BET	IGF1	Low_risk	1.95328655	1
I-BET	IMPA1	Low_risk	-11.21026621	0.333333333
I-BET	INSM1	Low_risk	0.428512132	0.666666667
I-BET	KCNJ3	Low_risk	4.293736713	1
I-BET	LIPC	Low_risk	0.265890408	0.666666667
I-BET	MGC29506	Low_risk	-1.766724026	0.333333333
I-BET	MSH6	Low_risk	0.837796466	0.666666667
I-BET	NARS2	Low_risk	4.113595725	1
I-BET	NENF	Low_risk	4.219356342	1
I-BET	PCK1	Low_risk	1.403851251	0.666666667
I-BET	PCYT2	Low_risk	-0.391047476	0.666666667
I-BET	PFKFB1	Low_risk	0.908050683	0.666666667
I-BET	PIGK	Low_risk	0.79162931	0.666666667
I-BET	PKLR	Low_risk	0.759585492	1
I-BET	PLCB3	Low_risk	0.258456089	0.666666667
I-BET	PLCG2	Low_risk	-2.345517322	0.333333333
I-BET	PLG	Low_risk	-1.141296777	0.333333333
I-BET	PMM1	Low_risk	0.837372462	0.666666667
I-BET	POLRMT	Low_risk	1.05771276	0.666666667
I-BET	PON3	Low_risk	-1.512968856	0.333333333
I-BET	PPP1R1A	Low_risk	1.989739118	1
I-BET	PROS1	Low_risk	-1.710471022	0.333333333
I-BET	PSMB3	Low_risk	-0.147986593	0.666666667
I-BET	PTPN18	Low_risk	0.579232636	0.666666667
I-BET	PTPN2	Low_risk	1.862558716	1
I-BET	RAD52	Low_risk	4.687654013	1
I-BET	RFC2	Low_risk	-0.654886907	0.666666667
I-BET	RLF	Low_risk	-3.649065017	0.333333333
I-BET	RPS6KA5	Low_risk	2.41610961	1
I-BET	RRM1	Low_risk	37.11417333	1
I-BET	SC5DL	Low_risk	-8.520669591	0.333333333
I-BET	SCG5	Low_risk	2.391615303	0.666666667
I-BET	SDHC	Low_risk	1.94347853	0.666666667
I-BET	SELENBP1	Low_risk	1.082025826	1
I-BET	SFRS2	Low_risk	-1.616016795	0.333333333
I-BET	SLC37A4	Low_risk	-0.652580304	0.333333333
I-BET	SLC4A4	Low_risk	0.523214966	0.666666667
I-BET	SNX10	Low_risk	3.666507767	1
I-BET	SREBF2	Low_risk	-2.653720012	0.333333333
I-BET	SSFA2	Low_risk	0.690946127	1
I-BET	SUCLG1	Low_risk	-0.489069891	0.666666667
I-BET	TAF1C	Low_risk	0.227542593	1
I-BET	TDO2	Low_risk	14.55885688	1
I-BET	TIMM8A	Low_risk	1.454101933	1
I-BET	TM7SF2	Low_risk	-3.397863023	0.333333333
I-BET	TMEM97	Low_risk	1.341061414	1
I-BET	TRAF6	Low_risk	7.67329225	1
I-BET	TTR	Low_risk	0.659366566	1
I-BET	TXN2	Low_risk	1.43400807	0.666666667
I-BET	USP14	Low_risk	-2.495776183	0.333333333
I-BET	VPS41	Low_risk	1.405883868	0.666666667
I-BET	WDR23	Low_risk	1.278021573	1
I-BET	XPA	Low_risk	-0.596917645	0.333333333
I-BET	ZBTB17	Low_risk	3.650665115	1
I-BET	ZER1	Low_risk	-0.908042312	0.333333333
I-BET	ZNF185	Low_risk	-10.32043308	0.333333333
iq1	ABLIM1	High_risk	1.038676988	1
iq1	ACTR2	High_risk	-3.58147927	0.333333333
iq1	ADD3	High_risk	-1.304425965	0.333333333
iq1	AEBP1	High_risk	0.625020355	0.666666667
iq1	AKAP13	High_risk	-1.44960606	0.333333333
iq1	ANXA1	High_risk	-5.872560999	0.333333333
iq1	ANXA3	High_risk	0.657973247	1
iq1	AP1B1	High_risk	1.558613174	1
iq1	ATP4B	High_risk	-1.027952771	0.666666667
iq1	BCL2	High_risk	0.898360587	1
iq1	CCDC6	High_risk	0.732160106	1
iq1	CCL19	High_risk	-0.343444709	0.666666667
iq1	CCL21	High_risk	-0.644313278	0.666666667
iq1	CD48	High_risk	0.622683902	1
iq1	CHERP	High_risk	1.680648457	1
iq1	CHSY1	High_risk	0.5756301	1
iq1	COL16A1	High_risk	-2.679845101	0.333333333
iq1	COL4A1	High_risk	-3.398647447	0.333333333
iq1	COL6A3	High_risk	1.715713036	1
iq1	CPA3	High_risk	1.805207048	0.666666667
iq1	CTNND2	High_risk	-1.2735303	0.333333333
iq1	CXCR4	High_risk	-0.643386488	0.333333333
iq1	DAB2	High_risk	-0.00852269	0.666666667
iq1	DDR1	High_risk	2.601552334	1
iq1	DUSP5	High_risk	-2.097401134	0.333333333
iq1	EDG4	High_risk	3.474497605	0.666666667
iq1	EGF	High_risk	4.946084409	1
iq1	ELOVL2	High_risk	0.064692764	0.666666667
iq1	EMP2	High_risk	0.317293675	0.666666667
iq1	EPHA4	High_risk	0.294681568	0.666666667
iq1	EPM2AIP1	High_risk	0.484222508	0.666666667
iq1	FBN1	High_risk	1.806534563	1
iq1	FILIP1L	High_risk	-1.50264508	0.333333333
iq1	FMO1	High_risk	1.029754899	1
iq1	FSHB	High_risk	0.442292866	0.666666667
iq1	GBA	High_risk	0.34535319	0.666666667
iq1	GPX2	High_risk	0.477881703	0.666666667
iq1	HDAC9	High_risk	-4.049027059	0.333333333
iq1	HMG20B	High_risk	-0.052892367	0.666666667
iq1	ICK	High_risk	0.980626768	1
iq1	IER3	High_risk	-0.770022881	0.666666667
iq1	IFI30	High_risk	0.339020771	0.666666667
iq1	IGFBP6	High_risk	1.07341807	1
iq1	IQGAP1	High_risk	-1.486651403	0.333333333
iq1	ITGA9	High_risk	1.609488879	1
iq1	KRT7	High_risk	0.363612335	0.666666667
iq1	LOXL2	High_risk	0.758310714	1
iq1	LPP	High_risk	0.374745978	0.666666667
iq1	MMP7	High_risk	0.505625465	1
iq1	NCAPH	High_risk	0.744940741	1
iq1	NFKB2	High_risk	0.502905364	0.666666667
iq1	NOL7	High_risk	0.098175298	0.666666667
iq1	NOS2A	High_risk	1.175248572	1
iq1	NTS	High_risk	0.317379969	0.666666667
iq1	PODXL	High_risk	-60.5141087	0.333333333
iq1	PRKG2	High_risk	0.735197117	1
iq1	PSMB9	High_risk	0.579678352	0.666666667
iq1	RBM34	High_risk	0.76011596	1
iq1	RNASE1	High_risk	20.00805816	1
iq1	SERPINB2	High_risk	-0.829281464	0.666666667
iq1	SERPINB8	High_risk	-2.267404798	0.333333333
iq1	SH3GL2	High_risk	-1.813020381	0.333333333
iq1	SLC12A2	High_risk	-0.39688643	0.666666667
iq1	SLC7A1	High_risk	0.078261479	0.666666667
iq1	SLIT3	High_risk	0.379115408	0.666666667
iq1	SP100	High_risk	3.422425691	1
iq1	TCF4	High_risk	-0.420991535	0.666666667
iq1	TEAD4	High_risk	-2.613453178	0.333333333
iq1	TGFB1I1	High_risk	2.336460215	1
iq1	TNK2	High_risk	6.639135617	1
iq1	TRIO	High_risk	-1.700598616	0.333333333
iq1	TSC22D2	High_risk	-0.503127869	0.666666667
iq1	WIPF1	High_risk	-0.765697109	0.666666667
iq1	AARS	Low_risk	-1.268183237	0.333333333
iq1	ACOT2	Low_risk	2.985159791	1
iq1	ACSM3	Low_risk	2.294962414	1
iq1	ADH5	Low_risk	-0.304026091	0.333333333
iq1	ADH6	Low_risk	68.66947433	1
iq1	ADRA2B	Low_risk	0.536734486	0.666666667
iq1	AKR1A1	Low_risk	11.13668081	1
iq1	AKR1D1	Low_risk	-0.703670679	0.666666667
iq1	ALAS1	Low_risk	2.284090915	1
iq1	ALDH9A1	Low_risk	-0.807357109	0.666666667
iq1	ANKRD46	Low_risk	1.414624146	1
iq1	AOX1	Low_risk	-0.724678449	0.666666667
iq1	AR	Low_risk	-1.197702214	0.333333333
iq1	ARF4	Low_risk	-3.588184027	0.333333333
iq1	ART1	Low_risk	0.384882989	1
iq1	ASAHL	Low_risk	5.648769117	1
iq1	ATP2C1	Low_risk	1.115822082	1
iq1	ATP5D	Low_risk	-0.436637196	0.666666667
iq1	ATP6AP2	Low_risk	-1.110954211	0.333333333
iq1	BAIAP2	Low_risk	0.246211274	1
iq1	BRP44	Low_risk	-1.394328227	0.333333333
iq1	C4BPB	Low_risk	1.22982578	1
iq1	C5	Low_risk	-0.962173902	0.666666667
iq1	C8B	Low_risk	-0.933946494	0.333333333
iq1	C9	Low_risk	-1.081746126	0.333333333
iq1	CALCR	Low_risk	-1.035206517	0.666666667
iq1	CCT8	Low_risk	-14.84824046	0.333333333
iq1	CPN1	Low_risk	2.903249498	1
iq1	CPOX	Low_risk	3.040034504	1
iq1	CREB1	Low_risk	-1.935121117	0.333333333
iq1	CTBS	Low_risk	-0.163864615	0.666666667
iq1	CUTL2	Low_risk	6.272398515	1
iq1	CYB5A	Low_risk	-1.372931957	0.333333333
iq1	CYP2B6	Low_risk	-0.929217115	0.333333333
iq1	DAD1	Low_risk	-0.926222014	0.666666667
iq1	DLGAP4	Low_risk	-1.253590689	0.333333333
iq1	DOCK4	Low_risk	1.910373531	1
iq1	DST	Low_risk	0.048710944	0.666666667
iq1	EIF2B1	Low_risk	-4.099802401	0.333333333
iq1	EMD	Low_risk	-2.272851629	0.333333333
iq1	ERCC5	Low_risk	-0.029164076	0.666666667
iq1	F9	Low_risk	-1.305108588	0.333333333
iq1	FAM129A	Low_risk	0.834735389	0.666666667
iq1	GCGR	Low_risk	3.375678112	1
iq1	GCKR	Low_risk	2.309699066	1
iq1	GGCX	Low_risk	106.3586561	1
iq1	GHR	Low_risk	5.228818072	1
iq1	GJB1	Low_risk	0.144495341	0.666666667
iq1	GRK4	Low_risk	-0.203033197	0.333333333
iq1	GRM5	Low_risk	-0.088666342	0.666666667
iq1	GSTM1	Low_risk	1.117471882	1
iq1	HAAO	Low_risk	0.981391155	1
iq1	HABP2	Low_risk	1.816754768	1
iq1	HMGCL	Low_risk	-0.126698301	0.333333333
iq1	HMGCR	Low_risk	-0.700227032	0.333333333
iq1	HRASLS3	Low_risk	2.862779011	1
iq1	HSPE1	Low_risk	-11.71489574	0.333333333
iq1	IGF1	Low_risk	1.070683914	1
iq1	IMPA1	Low_risk	0.049367117	0.666666667
iq1	INSM1	Low_risk	0.660095922	0.666666667
iq1	KCNJ3	Low_risk	0.260661975	0.666666667
iq1	LIPC	Low_risk	-0.367182499	0.333333333
iq1	MGC29506	Low_risk	7.515247675	1
iq1	MSH6	Low_risk	0.508968096	0.666666667
iq1	NARS2	Low_risk	1.934071052	1
iq1	NENF	Low_risk	4.098819633	1
iq1	PCK1	Low_risk	-0.095108203	0.666666667
iq1	PCYT2	Low_risk	-0.448750171	0.333333333
iq1	PFKFB1	Low_risk	-0.70782539	0.666666667
iq1	PIGK	Low_risk	-1.141471472	0.666666667
iq1	PKLR	Low_risk	3.943260657	1
iq1	PLCB3	Low_risk	0.469063057	0.666666667
iq1	PLCG2	Low_risk	6.725735232	1
iq1	PLG	Low_risk	-1.555334442	0.333333333
iq1	PMM1	Low_risk	0.130010493	0.666666667
iq1	POLRMT	Low_risk	2.358805081	1
iq1	PON3	Low_risk	-0.408041785	0.666666667
iq1	PPP1R1A	Low_risk	0.757828077	1
iq1	PROS1	Low_risk	-0.591660523	0.666666667
iq1	PSMB3	Low_risk	-0.41977254	0.666666667
iq1	PTPN18	Low_risk	1.639329119	1
iq1	PTPN2	Low_risk	3.685385305	1
iq1	RAD52	Low_risk	-1.480277169	0.666666667
iq1	RFC2	Low_risk	1.842439697	0.666666667
iq1	RLF	Low_risk	-1.156895578	0.333333333
iq1	RPS6KA5	Low_risk	0.680411355	1
iq1	RRM1	Low_risk	-1.275167701	0.666666667
iq1	SC5DL	Low_risk	0.330945563	0.666666667
iq1	SCG5	Low_risk	0.859096745	1
iq1	SDHC	Low_risk	-10.07162953	0.333333333
iq1	SELENBP1	Low_risk	0.457290283	0.666666667
iq1	SFRS2	Low_risk	-2.045916276	0.333333333
iq1	SLC37A4	Low_risk	12.22084558	1
iq1	SLC4A4	Low_risk	-0.274368601	0.333333333
iq1	SNX10	Low_risk	-0.729966633	0.333333333
iq1	SREBF2	Low_risk	-0.165500553	0.666666667
iq1	SSFA2	Low_risk	-0.900071647	0.333333333
iq1	SUCLG1	Low_risk	-115.5329529	0.333333333
iq1	TAF1C	Low_risk	25.94647727	1
iq1	TDO2	Low_risk	-0.23063987	0.666666667
iq1	TIMM8A	Low_risk	0.621297301	1
iq1	TM7SF2	Low_risk	1.21735922	1
iq1	TMEM97	Low_risk	0.692623348	0.666666667
iq1	TRAF6	Low_risk	-1.67955037	0.333333333
iq1	TTR	Low_risk	-0.614451375	0.666666667
iq1	TXN2	Low_risk	1.473854692	0.666666667
iq1	USP14	Low_risk	-1.604974758	0.333333333
iq1	VPS41	Low_risk	0.595885668	0.666666667
iq1	WDR23	Low_risk	11.43796552	1
iq1	XPA	Low_risk	0.409353648	1
iq1	ZBTB17	Low_risk	-1.302451464	0.666666667
iq1	ZER1	Low_risk	2.242400324	1
iq1	ZNF185	Low_risk	2.784136835	1
Metformin	ABLIM1	High_risk	-2.468955011	0.007751938
Metformin	ACTR2	High_risk	-0.214610592	0.728682171
Metformin	ADD3	High_risk	1.258533212	0.046511628
Metformin	AEBP1	High_risk	0.398573785	0.682170543
Metformin	AKAP13	High_risk	0.865764927	0.666666667
Metformin	ANXA1	High_risk	1.972206586	0.046511628
Metformin	ANXA3	High_risk	-2.433682389	0.007751938
Metformin	AP1B1	High_risk	0.223165865	0.813953488
Metformin	ATP4B	High_risk	-1.143463743	0.069767442
Metformin	BCL2	High_risk	-0.734244665	0.581395349
Metformin	CCDC6	High_risk	-1.307749734	0.015503876
Metformin	CCL19	High_risk	1.854530346	0.007751938
Metformin	CCL21	High_risk	0.662059047	0.162790698
Metformin	CD48	High_risk	-3.060585007	0.015503876
Metformin	CHERP	High_risk	-3.445485677	0.007751938
Metformin	CHSY1	High_risk	1.356624263	0.069767442
Metformin	COL16A1	High_risk	-1.921172767	0.007751938
Metformin	COL4A1	High_risk	3.954485386	0.007751938
Metformin	COL6A3	High_risk	0.395418122	0.759689922
Metformin	CPA3	High_risk	0.29821953	0.76744186
Metformin	CTNND2	High_risk	-1.161607261	0.224806202
Metformin	CXCR4	High_risk	2.425103129	0.007751938
Metformin	DAB2	High_risk	-0.134560146	0.84496124
Metformin	DDR1	High_risk	-4.159720628	0.007751938
Metformin	DUSP5	High_risk	-1.03510957	0.364341085
Metformin	EDG4	High_risk	-3.53657619	0.007751938
Metformin	EGF	High_risk	-2.343142556	0.015503876
Metformin	ELOVL2	High_risk	-2.543685242	0.015503876
Metformin	EMP2	High_risk	-0.018004539	0.968992248
Metformin	EPHA4	High_risk	-2.90922478	0.007751938
Metformin	EPM2AIP1	High_risk	-1.470069233	0.046511628
Metformin	FBN1	High_risk	-0.444999946	0.558139535
Metformin	FILIP1L	High_risk	-0.952018231	0.07751938
Metformin	FMO1	High_risk	-1.860864477	0.007751938
Metformin	FSHB	High_risk	-0.591290841	0.441860465
Metformin	GBA	High_risk	-2.749282708	0.007751938
Metformin	GPX2	High_risk	0.482663772	0.395348837
Metformin	HDAC9	High_risk	-2.312119469	0.007751938
Metformin	HMG20B	High_risk	0.142692954	0.937984496
Metformin	ICK	High_risk	-3.536544085	0.007751938
Metformin	IER3	High_risk	0.419931998	0.23255814
Metformin	IFI30	High_risk	-1.620605461	0.015503876
Metformin	IGFBP6	High_risk	-1.242531425	0.015503876
Metformin	IQGAP1	High_risk	1.883169731	0.015503876
Metformin	ITGA9	High_risk	-0.337129321	0.821705426
Metformin	KRT7	High_risk	-1.173950754	0.023255814
Metformin	LOXL2	High_risk	-0.702886867	0.341085271
Metformin	LPP	High_risk	-1.721777593	0.023255814
Metformin	MMP7	High_risk	-5.108796826	0.007751938
Metformin	NCAPH	High_risk	-0.189223099	0.829457364
Metformin	NFKB2	High_risk	-0.344471935	0.782945736
Metformin	NOL7	High_risk	-1.036748135	0.15503876
Metformin	NOS2A	High_risk	-3.320888888	0.007751938
Metformin	NTS	High_risk	-3.657646404	0.007751938
Metformin	PODXL	High_risk	-1.371598957	0.209302326
Metformin	PRKG2	High_risk	-1.056998878	0.11627907
Metformin	PSMB9	High_risk	-3.813890147	0.007751938
Metformin	RBM34	High_risk	1.118855262	0.085271318
Metformin	RNASE1	High_risk	-1.32340702	0.162790698
Metformin	SERPINB2	High_risk	-0.879021244	0.162790698
Metformin	SERPINB8	High_risk	-2.71951805	0.007751938
Metformin	SH3GL2	High_risk	0.022832464	0.891472868
Metformin	SLC12A2	High_risk	-0.992669147	0.217054264
Metformin	SLC7A1	High_risk	-3.967722889	0.007751938
Metformin	SLIT3	High_risk	0.024226625	0.96124031
Metformin	SP100	High_risk	0.940244304	0.007751938
Metformin	TCF4	High_risk	-3.219347441	0.03875969
Metformin	TEAD4	High_risk	-4.327927657	0.007751938
Metformin	TGFB1I1	High_risk	-0.687184278	0.348837209
Metformin	TNK2	High_risk	-2.257508046	0.023255814
Metformin	TRIO	High_risk	0.171303411	0.852713178
Metformin	TSC22D2	High_risk	-8.054585133	0.007751938
Metformin	WIPF1	High_risk	1.405495337	0.224806202
Metformin	AARS	Low_risk	1.387868338	0.007751938
Metformin	ACOT2	Low_risk	0.878642244	0.007751938
Metformin	ACSM3	Low_risk	-0.950913823	0.007751938
Metformin	ADH5	Low_risk	-0.685497035	0.201550388
Metformin	ADH6	Low_risk	1.448028012	0.007751938
Metformin	ADRA2B	Low_risk	-4.276865029	0.007751938
Metformin	AKR1A1	Low_risk	0.826444512	0.131782946
Metformin	AKR1D1	Low_risk	0.138568794	0.705426357
Metformin	ALAS1	Low_risk	0.801531576	0.286821705
Metformin	ALDH9A1	Low_risk	0.835601585	0.131782946
Metformin	ANKRD46	Low_risk	-1.796981065	0.031007752
Metformin	AOX1	Low_risk	3.401044895	0.007751938
Metformin	AR	Low_risk	0.104690747	0.945736434
Metformin	ARF4	Low_risk	1.60504673	0.263565891
Metformin	ART1	Low_risk	-2.16876598	0.007751938
Metformin	ASAHL	Low_risk	0.23850148	0.930232558
Metformin	ATP2C1	Low_risk	2.589513187	0.007751938
Metformin	ATP5D	Low_risk	2.196100705	0.007751938
Metformin	ATP6AP2	Low_risk	0.563653382	0.798449612
Metformin	BAIAP2	Low_risk	0.648620619	0.131782946
Metformin	BRP44	Low_risk	2.023018689	0.007751938
Metformin	C4BPB	Low_risk	1.567067711	0.007751938
Metformin	C5	Low_risk	3.216248471	0.007751938
Metformin	C8B	Low_risk	3.131694223	0.007751938
Metformin	C9	Low_risk	3.3588302	0.007751938
Metformin	CALCR	Low_risk	0.178626302	0.674418605
Metformin	CCT8	Low_risk	1.768187676	0.124031008
Metformin	CPN1	Low_risk	1.720840337	0.007751938
Metformin	CPOX	Low_risk	-1.721462614	0.031007752
Metformin	CREB1	Low_risk	0.464669338	0.728682171
Metformin	CTBS	Low_risk	-0.467577041	0.426356589
Metformin	CUTL2	Low_risk	-1.140307859	0.124031008
Metformin	CYB5A	Low_risk	0.459909962	0.542635659
Metformin	CYP2B6	Low_risk	0.747232532	0.124031008
Metformin	DAD1	Low_risk	0.067218002	0.736434109
Metformin	DLGAP4	Low_risk	0.330366551	0.821705426
Metformin	DOCK4	Low_risk	0.299739805	0.341085271
Metformin	DST	Low_risk	-1.227625014	0.031007752
Metformin	EIF2B1	Low_risk	0.123115057	0.821705426
Metformin	EMD	Low_risk	1.66861252	0.007751938
Metformin	ERCC5	Low_risk	-0.616892162	0.418604651
Metformin	F9	Low_risk	2.936950027	0.007751938
Metformin	FAM129A	Low_risk	-1.04628418	0.07751938
Metformin	GCGR	Low_risk	-0.299540605	0.868217054
Metformin	GCKR	Low_risk	-0.40470522	0.682170543
Metformin	GGCX	Low_risk	2.799263089	0.007751938
Metformin	GHR	Low_risk	-2.231087801	0.007751938
Metformin	GJB1	Low_risk	3.456458602	0.007751938
Metformin	GRK4	Low_risk	-0.410031859	0.248062016
Metformin	GRM5	Low_risk	-0.471551524	0.635658915
Metformin	GSTM1	Low_risk	-0.094517993	0.92248062
Metformin	HAAO	Low_risk	0.754853227	0.674418605
Metformin	HABP2	Low_risk	1.651531569	0.147286822
Metformin	HMGCL	Low_risk	-1.043860984	0.139534884
Metformin	HMGCR	Low_risk	-0.402683074	0.310077519
Metformin	HRASLS3	Low_risk	-2.008528187	0.023255814
Metformin	HSPE1	Low_risk	1.930071323	0.007751938
Metformin	IGF1	Low_risk	-2.049056645	0.007751938
Metformin	IMPA1	Low_risk	1.415035464	0.03875969
Metformin	INSM1	Low_risk	-1.730011665	0.348837209
Metformin	KCNJ3	Low_risk	-0.975559777	0.015503876
Metformin	LIPC	Low_risk	-0.18076196	0.798449612
Metformin	MGC29506	Low_risk	-0.742462413	0.372093023
Metformin	MSH6	Low_risk	-1.119068128	0.046511628
Metformin	NARS2	Low_risk	-0.538685792	0.418604651
Metformin	NENF	Low_risk	3.680973975	0.007751938
Metformin	PCK1	Low_risk	2.507160718	0.007751938
Metformin	PCYT2	Low_risk	-1.605210057	0.03875969
Metformin	PFKFB1	Low_risk	-0.123951406	0.906976744
Metformin	PIGK	Low_risk	0.306268901	0.744186047
Metformin	PKLR	Low_risk	-0.439429341	0.496124031
Metformin	PLCB3	Low_risk	-1.186509492	0.19379845
Metformin	PLCG2	Low_risk	-0.16550723	0.88372093
Metformin	PLG	Low_risk	3.380773703	0.007751938
Metformin	PMM1	Low_risk	-0.812183738	0.581395349
Metformin	POLRMT	Low_risk	-0.851884462	0.217054264
Metformin	PON3	Low_risk	1.825379346	0.031007752
Metformin	PPP1R1A	Low_risk	-2.239520536	0.07751938
Metformin	PROS1	Low_risk	2.449174858	0.007751938
Metformin	PSMB3	Low_risk	0.705713943	0.279069767
Metformin	PTPN18	Low_risk	-1.490294443	0.186046512
Metformin	PTPN2	Low_risk	-2.798544124	0.131782946
Metformin	RAD52	Low_risk	-0.647515462	0.387596899
Metformin	RFC2	Low_risk	0.415976358	0.860465116
Metformin	RLF	Low_risk	0.727602094	0.085271318
Metformin	RPS6KA5	Low_risk	-2.499976869	0.007751938
Metformin	RRM1	Low_risk	-0.976578033	0.069767442
Metformin	SC5DL	Low_risk	1.122638705	0.007751938
Metformin	SCG5	Low_risk	-1.726785098	0.007751938
Metformin	SDHC	Low_risk	-0.540416462	0.527131783
Metformin	SELENBP1	Low_risk	-0.685011638	0.217054264
Metformin	SFRS2	Low_risk	0.354184599	0.875968992
Metformin	SLC37A4	Low_risk	0.893961399	0.069767442
Metformin	SLC4A4	Low_risk	-0.580090267	0.426356589
Metformin	SNX10	Low_risk	3.799196181	0.007751938
Metformin	SREBF2	Low_risk	0.371680543	0.441860465
Metformin	SSFA2	Low_risk	0.502589827	0.511627907
Metformin	SUCLG1	Low_risk	0.668206934	0.527131783
Metformin	TAF1C	Low_risk	-1.819343377	0.03875969
Metformin	TDO2	Low_risk	0.653737394	0.472868217
Metformin	TIMM8A	Low_risk	-1.110760196	0.325581395
Metformin	TM7SF2	Low_risk	-3.760238839	0.007751938
Metformin	TMEM97	Low_risk	0.795463951	0.093023256
Metformin	TRAF6	Low_risk	-0.045894046	0.992248062
Metformin	TTR	Low_risk	1.949688462	0.100775194
Metformin	TXN2	Low_risk	0.500877958	0.620155039
Metformin	USP14	Low_risk	2.210823563	0.015503876
Metformin	VPS41	Low_risk	-0.06491896	1
Metformin	WDR23	Low_risk	0.398546427	0.147286822
Metformin	XPA	Low_risk	-1.210539866	0.201550388
Metformin	ZBTB17	Low_risk	-0.490796883	0.403100775
Metformin	ZER1	Low_risk	-0.279627097	0.720930233
Metformin	ZNF185	Low_risk	-0.292962937	0.643410853
MG132	ABLIM1	High_risk	-1.634690304	0.007751938
MG132	ACTR2	High_risk	3.403831673	0.007751938
MG132	ADD3	High_risk	1.246423571	0.23255814
MG132	AEBP1	High_risk	-0.282633248	0.534883721
MG132	AKAP13	High_risk	4.820796318	0.007751938
MG132	ANXA1	High_risk	-1.209282962	0.248062016
MG132	ANXA3	High_risk	0.601479386	0.441860465
MG132	AP1B1	High_risk	0.039559552	0.968992248
MG132	ATP4B	High_risk	1.00298782	0.271317829
MG132	BCL2	High_risk	-1.279531736	0.310077519
MG132	CCDC6	High_risk	2.118774256	0.007751938
MG132	CCL19	High_risk	-2.839471307	0.007751938
MG132	CCL21	High_risk	-2.964706681	0.007751938
MG132	CD48	High_risk	1.510477268	0.007751938
MG132	CHERP	High_risk	-1.447315212	0.03875969
MG132	CHSY1	High_risk	0.815537621	0.015503876
MG132	COL16A1	High_risk	1.366820135	0.085271318
MG132	COL4A1	High_risk	0.731839848	0.046511628
MG132	COL6A3	High_risk	0.638271423	0.643410853
MG132	CPA3	High_risk	0.281265596	0.728682171
MG132	CTNND2	High_risk	1.026393646	0.480620155
MG132	CXCR4	High_risk	-0.979870596	0.302325581
MG132	DAB2	High_risk	2.095789588	0.007751938
MG132	DDR1	High_risk	1.111103804	0.085271318
MG132	DUSP5	High_risk	-0.427707332	0.736434109
MG132	EDG4	High_risk	-0.798392483	0.209302326
MG132	EGF	High_risk	-0.346299598	0.682170543
MG132	ELOVL2	High_risk	1.692346776	0.07751938
MG132	EMP2	High_risk	0.004672524	0.92248062
MG132	EPHA4	High_risk	0.793401939	0.15503876
MG132	EPM2AIP1	High_risk	-0.645894545	0.573643411
MG132	FBN1	High_risk	-1.06812821	0.007751938
MG132	FILIP1L	High_risk	-0.291480099	0.666666667
MG132	FMO1	High_risk	2.917432432	0.007751938
MG132	FSHB	High_risk	1.47534145	0.410852713
MG132	GBA	High_risk	1.042168293	0.178294574
MG132	GPX2	High_risk	1.523516138	0.007751938
MG132	HDAC9	High_risk	1.912747722	0.147286822
MG132	HMG20B	High_risk	-0.865617727	0.186046512
MG132	ICK	High_risk	1.105555683	0.372093023
MG132	IER3	High_risk	-1.041735412	0.457364341
MG132	IFI30	High_risk	-0.574067361	0.217054264
MG132	IGFBP6	High_risk	-1.783276127	0.069767442
MG132	IQGAP1	High_risk	0.599602124	0.217054264
MG132	ITGA9	High_risk	-0.710975254	0.240310078
MG132	KRT7	High_risk	0.018981332	0.992248062
MG132	LOXL2	High_risk	0.331104463	0.682170543
MG132	LPP	High_risk	-1.867692513	0.054263566
MG132	MMP7	High_risk	1.823288409	0.131782946
MG132	NCAPH	High_risk	-0.053652853	0.88372093
MG132	NFKB2	High_risk	1.067313864	0.224806202
MG132	NOL7	High_risk	-0.211745808	0.620155039
MG132	NOS2A	High_risk	0.797342422	0.240310078
MG132	NTS	High_risk	-0.019627426	0.945736434
MG132	PODXL	High_risk	0.254852358	0.744186047
MG132	PRKG2	High_risk	1.8157487	0.062015504
MG132	PSMB9	High_risk	0.410873144	0.426356589
MG132	RBM34	High_risk	4.381173812	0.007751938
MG132	RNASE1	High_risk	0.054780493	0.837209302
MG132	SERPINB2	High_risk	0.390103248	0.705426357
MG132	SERPINB8	High_risk	0.127552868	0.984496124
MG132	SH3GL2	High_risk	2.652070009	0.023255814
MG132	SLC12A2	High_risk	-0.063996872	0.837209302
MG132	SLC7A1	High_risk	-0.417012444	0.534883721
MG132	SLIT3	High_risk	1.360318443	0.03875969
MG132	SP100	High_risk	-3.642327361	0.007751938
MG132	TCF4	High_risk	-0.123056564	0.891472868
MG132	TEAD4	High_risk	-1.646523146	0.054263566
MG132	TGFB1I1	High_risk	1.266009743	0.007751938
MG132	TNK2	High_risk	-0.323603453	0.674418605
MG132	TRIO	High_risk	0.097061945	0.968992248
MG132	TSC22D2	High_risk	-1.672999611	0.170542636
MG132	WIPF1	High_risk	1.413791813	0.201550388
MG132	AARS	Low_risk	-1.808573569	0.007751938
